onset	duration	trial_type	original_stage
0.0	40530.0	Wake	Sleep stage W
40530.0	60.0	N1	Sleep stage 1
40590.0	90.0	Wake	Sleep stage W
40680.0	180.0	N1	Sleep stage 1
40860.0	810.0	N2	Sleep stage 2
41670.0	120.0	N3	Sleep stage 3
41790.0	120.0	N3	Sleep stage 4
41910.0	30.0	N3	Sleep stage 3
41940.0	60.0	N3	Sleep stage 4
42000.0	30.0	N3	Sleep stage 3
42030.0	360.0	N3	Sleep stage 4
42390.0	30.0	N3	Sleep stage 3
42420.0	630.0	N3	Sleep stage 4
43050.0	30.0	N3	Sleep stage 3
43080.0	180.0	Wake	Sleep stage W
43260.0	150.0	N1	Sleep stage 1
43410.0	90.0	N2	Sleep stage 2
43500.0	30.0	Wake	Sleep stage W
43530.0	30.0	N1	Sleep stage 1
43560.0	330.0	N2	Sleep stage 2
43890.0	30.0	N3	Sleep stage 3
43920.0	30.0	N2	Sleep stage 2
43950.0	60.0	N3	Sleep stage 3
44010.0	180.0	N2	Sleep stage 2
44190.0	30.0	N3	Sleep stage 3
44220.0	240.0	N2	Sleep stage 2
44460.0	30.0	N3	Sleep stage 3
44490.0	240.0	N2	Sleep stage 2
44730.0	30.0	N3	Sleep stage 3
44760.0	90.0	N2	Sleep stage 2
44850.0	30.0	N1	Sleep stage 1
44880.0	30.0	N2	Sleep stage 2
44910.0	120.0	REM	Sleep stage R
45030.0	30.0	N1	Sleep stage 1
45060.0	60.0	REM	Sleep stage R
45120.0	30.0	N1	Sleep stage 1
45150.0	60.0	REM	Sleep stage R
45210.0	30.0	N1	Sleep stage 1
45240.0	90.0	N2	Sleep stage 2
45330.0	90.0	REM	Sleep stage R
45420.0	30.0	Wake	Sleep stage W
45450.0	30.0	N1	Sleep stage 1
45480.0	90.0	REM	Sleep stage R
45570.0	60.0	N1	Sleep stage 1
45630.0	1380.0	REM	Sleep stage R
47010.0	30.0	Wake	Sleep stage W
47040.0	540.0	N2	Sleep stage 2
47580.0	660.0	Wake	Sleep stage W
48240.0	90.0	N1	Sleep stage 1
48330.0	60.0	N2	Sleep stage 2
48390.0	30.0	Wake	Sleep stage W
48420.0	30.0	N1	Sleep stage 1
48450.0	300.0	N2	Sleep stage 2
48750.0	30.0	N3	Sleep stage 3
48780.0	60.0	N2	Sleep stage 2
48840.0	30.0	N3	Sleep stage 3
48870.0	30.0	N2	Sleep stage 2
48900.0	90.0	N3	Sleep stage 3
48990.0	30.0	N2	Sleep stage 2
49020.0	30.0	N3	Sleep stage 3
49050.0	30.0	N2	Sleep stage 2
49080.0	60.0	N3	Sleep stage 3
49140.0	30.0	N2	Sleep stage 2
49170.0	30.0	N3	Sleep stage 3
49200.0	30.0	N2	Sleep stage 2
49230.0	150.0	Wake	Sleep stage W
49380.0	150.0	N1	Sleep stage 1
49530.0	450.0	N2	Sleep stage 2
49980.0	30.0	N1	Sleep stage 1
50010.0	30.0	N3	Sleep stage 3
50040.0	60.0	N2	Sleep stage 2
50100.0	60.0	N3	Sleep stage 3
50160.0	30.0	N3	Sleep stage 4
50190.0	150.0	N3	Sleep stage 3
50340.0	60.0	N2	Sleep stage 2
50400.0	30.0	N3	Sleep stage 3
50430.0	30.0	N2	Sleep stage 2
50460.0	60.0	N3	Sleep stage 3
50520.0	90.0	N2	Sleep stage 2
50610.0	30.0	N3	Sleep stage 3
50640.0	150.0	N2	Sleep stage 2
50790.0	30.0	N3	Sleep stage 3
50820.0	660.0	N2	Sleep stage 2
51480.0	90.0	N3	Sleep stage 3
51570.0	120.0	Wake	Sleep stage W
51690.0	120.0	N1	Sleep stage 1
51810.0	300.0	N2	Sleep stage 2
52110.0	60.0	Wake	Sleep stage W
52170.0	30.0	N1	Sleep stage 1
52200.0	270.0	N2	Sleep stage 2
52470.0	270.0	REM	Sleep stage R
52740.0	30.0	N1	Sleep stage 1
52770.0	180.0	REM	Sleep stage R
52950.0	60.0	N1	Sleep stage 1
53010.0	60.0	Wake	Sleep stage W
53070.0	60.0	N1	Sleep stage 1
53130.0	1020.0	REM	Sleep stage R
54150.0	60.0	N1	Sleep stage 1
54210.0	180.0	REM	Sleep stage R
54390.0	30.0	N1	Sleep stage 1
