onset	duration	trial_type	original_stage
0.0	30060.0	Wake	Sleep stage W
30060.0	180.0	N1	Sleep stage 1
30240.0	120.0	Wake	Sleep stage W
30360.0	30.0	N1	Sleep stage 1
30390.0	30.0	Wake	Sleep stage W
30420.0	30.0	N1	Sleep stage 1
30450.0	390.0	Wake	Sleep stage W
30840.0	90.0	N1	Sleep stage 1
30930.0	30.0	Wake	Sleep stage W
30960.0	90.0	N1	Sleep stage 1
31050.0	30.0	Wake	Sleep stage W
31080.0	60.0	N1	Sleep stage 1
31140.0	270.0	Wake	Sleep stage W
31410.0	120.0	N1	Sleep stage 1
31530.0	30.0	Wake	Sleep stage W
31560.0	330.0	N1	Sleep stage 1
31890.0	30.0	Wake	Sleep stage W
31920.0	180.0	N1	Sleep stage 1
32100.0	1080.0	N2	Sleep stage 2
33180.0	390.0	N1	Sleep stage 1
33570.0	3090.0	N2	Sleep stage 2
36660.0	30.0	N3	Sleep stage 3
36690.0	30.0	N2	Sleep stage 2
36720.0	90.0	Wake	Sleep stage W
36810.0	30.0	N1	Sleep stage 1
36840.0	510.0	N2	Sleep stage 2
37350.0	510.0	REM	Sleep stage R
37860.0	240.0	Wake	Sleep stage W
38100.0	60.0	N1	Sleep stage 1
38160.0	90.0	Wake	Sleep stage W
38250.0	210.0	N1	Sleep stage 1
38460.0	1140.0	N2	Sleep stage 2
39600.0	30.0	N3	Sleep stage 3
39630.0	30.0	N2	Sleep stage 2
39660.0	30.0	N3	Sleep stage 3
39690.0	90.0	N2	Sleep stage 2
39780.0	30.0	N3	Sleep stage 3
39810.0	1410.0	N2	Sleep stage 2
41220.0	30.0	N3	Sleep stage 3
41250.0	30.0	Wake	Sleep stage W
41280.0	30.0	N1	Sleep stage 1
41310.0	2970.0	Wake	Sleep stage W
44280.0	30.0	N1	Sleep stage 1
44310.0	930.0	Wake	Sleep stage W
45240.0	30.0	N1	Sleep stage 1
45270.0	510.0	Wake	Sleep stage W
45780.0	540.0	N1	Sleep stage 1
46320.0	120.0	REM	Sleep stage R
46440.0	90.0	Wake	Sleep stage W
46530.0	30.0	N1	Sleep stage 1
46560.0	150.0	Wake	Sleep stage W
46710.0	180.0	N1	Sleep stage 1
46890.0	360.0	REM	Sleep stage R
47250.0	30.0	Wake	Sleep stage W
47280.0	180.0	N1	Sleep stage 1
47460.0	750.0	REM	Sleep stage R
48210.0	90.0	Wake	Sleep stage W
48300.0	30.0	N1	Sleep stage 1
48330.0	30.0	Wake	Sleep stage W
48360.0	30.0	N1	Sleep stage 1
48390.0	30.0	Wake	Sleep stage W
48420.0	1230.0	N1	Sleep stage 1
49650.0	2970.0	N2	Sleep stage 2
52620.0	60.0	REM	Sleep stage R
52680.0	60.0	Wake	Sleep stage W
52740.0	30.0	N1	Sleep stage 1
52770.0	30.0	Wake	Sleep stage W
52800.0	60.0	N1	Sleep stage 1
52860.0	60.0	Wake	Sleep stage W
52920.0	150.0	REM	Sleep stage R
53070.0	360.0	N2	Sleep stage 2
53430.0	150.0	N1	Sleep stage 1
53580.0	2220.0	N2	Sleep stage 2
55800.0	480.0	N1	Sleep stage 1
56280.0	240.0	Wake	Sleep stage W
56520.0	30.0	N1	Sleep stage 1
56550.0	30.0	Wake	Sleep stage W
56580.0	30.0	N1	Sleep stage 1
