onset	duration	trial_type	original_stage
0.0	1560.0	Wake	Sleep stage W
1560.0	90.0	N1	Sleep stage 1
1650.0	570.0	N2	Sleep stage 2
2220.0	120.0	N1	Sleep stage 1
2340.0	60.0	N2	Sleep stage 2
2400.0	60.0	N3	Sleep stage 3
2460.0	30.0	N1	Sleep stage 1
2490.0	150.0	N2	Sleep stage 2
2640.0	90.0	N3	Sleep stage 3
2730.0	30.0	N2	Sleep stage 2
2760.0	30.0	N1	Sleep stage 1
2790.0	90.0	N2	Sleep stage 2
2880.0	120.0	Wake	Sleep stage W
3000.0	60.0	N1	Sleep stage 1
3060.0	240.0	N2	Sleep stage 2
3300.0	240.0	Wake	Sleep stage W
3540.0	60.0	N2	Sleep stage 2
3600.0	30.0	N3	Sleep stage 3
3630.0	30.0	N2	Sleep stage 2
3660.0	60.0	N1	Sleep stage 1
3720.0	90.0	Wake	Sleep stage W
3810.0	120.0	N1	Sleep stage 1
3930.0	30.0	N2	Sleep stage 2
3960.0	60.0	N1	Sleep stage 1
4020.0	60.0	N2	Sleep stage 2
4080.0	90.0	N1	Sleep stage 1
4170.0	90.0	Wake	Sleep stage W
4260.0	30.0	N1	Sleep stage 1
4290.0	150.0	N2	Sleep stage 2
4440.0	30.0	N3	Sleep stage 3
4470.0	180.0	N2	Sleep stage 2
4650.0	60.0	N3	Sleep stage 3
4710.0	30.0	N2	Sleep stage 2
4740.0	120.0	REM	Sleep stage R
4860.0	300.0	N2	Sleep stage 2
5160.0	240.0	N1	Sleep stage 1
5400.0	240.0	N2	Sleep stage 2
5640.0	30.0	N1	Sleep stage 1
5670.0	420.0	Wake	Sleep stage W
6090.0	30.0	N1	Sleep stage 1
6120.0	150.0	N2	Sleep stage 2
6270.0	30.0	N3	Sleep stage 3
6300.0	90.0	N2	Sleep stage 2
6390.0	60.0	N3	Sleep stage 3
6450.0	270.0	N2	Sleep stage 2
6720.0	30.0	N3	Sleep stage 3
6750.0	30.0	N2	Sleep stage 2
6780.0	30.0	N3	Sleep stage 3
6810.0	150.0	N2	Sleep stage 2
6960.0	60.0	N3	Sleep stage 3
7020.0	30.0	N2	Sleep stage 2
7050.0	60.0	N1	Sleep stage 1
7110.0	210.0	N2	Sleep stage 2
7320.0	30.0	N3	Sleep stage 3
7350.0	270.0	N2	Sleep stage 2
7620.0	60.0	N3	Sleep stage 3
7680.0	30.0	N2	Sleep stage 2
7710.0	60.0	N3	Sleep stage 3
7770.0	30.0	N2	Sleep stage 2
7800.0	30.0	N3	Sleep stage 3
7830.0	30.0	N1	Sleep stage 1
7860.0	270.0	N2	Sleep stage 2
8130.0	60.0	N1	Sleep stage 1
8190.0	180.0	N2	Sleep stage 2
8370.0	60.0	N3	Sleep stage 3
8430.0	30.0	N2	Sleep stage 2
8460.0	30.0	N3	Sleep stage 3
8490.0	60.0	N2	Sleep stage 2
8550.0	60.0	N3	Sleep stage 3
8610.0	60.0	N2	Sleep stage 2
8670.0	240.0	REM	Sleep stage R
8910.0	90.0	Wake	Sleep stage W
9000.0	30.0	N1	Sleep stage 1
9030.0	30.0	Wake	Sleep stage W
9060.0	30.0	N1	Sleep stage 1
9090.0	90.0	Wake	Sleep stage W
9180.0	60.0	N1	Sleep stage 1
9240.0	630.0	N2	Sleep stage 2
9870.0	30.0	N3	Sleep stage 3
9900.0	60.0	N2	Sleep stage 2
9960.0	60.0	N3	Sleep stage 3
10020.0	150.0	N2	Sleep stage 2
10170.0	30.0	N3	Sleep stage 3
10200.0	390.0	N2	Sleep stage 2
10590.0	30.0	N1	Sleep stage 1
10620.0	180.0	N2	Sleep stage 2
10800.0	30.0	N3	Sleep stage 3
10830.0	60.0	N2	Sleep stage 2
10890.0	90.0	N3	Sleep stage 3
10980.0	60.0	N2	Sleep stage 2
11040.0	90.0	N3	Sleep stage 3
11130.0	240.0	N3	Sleep stage 4
11370.0	30.0	N3	Sleep stage 3
11400.0	60.0	N3	Sleep stage 4
11460.0	30.0	N3	Sleep stage 3
11490.0	690.0	N3	Sleep stage 4
12180.0	30.0	N3	Sleep stage 3
12210.0	30.0	N2	Sleep stage 2
12240.0	240.0	REM	Sleep stage R
12480.0	60.0	Wake	Sleep stage W
12540.0	30.0	N1	Sleep stage 1
12570.0	60.0	N2	Sleep stage 2
12630.0	420.0	REM	Sleep stage R
13050.0	60.0	N1	Sleep stage 1
13110.0	120.0	N2	Sleep stage 2
13230.0	330.0	Wake	Sleep stage W
