onset	duration	trial_type	original_stage
0.0	26910.0	Wake	Sleep stage W
26910.0	540.0	N1	Sleep stage 1
27450.0	1080.0	N2	Sleep stage 2
28530.0	240.0	N3	Sleep stage 3
28770.0	60.0	N1	Sleep stage 1
28830.0	300.0	N2	Sleep stage 2
29130.0	30.0	N1	Sleep stage 1
29160.0	330.0	N2	Sleep stage 2
29490.0	90.0	N3	Sleep stage 3
29580.0	90.0	N2	Sleep stage 2
29670.0	30.0	N3	Sleep stage 3
29700.0	750.0	N2	Sleep stage 2
30450.0	720.0	REM	Sleep stage R
31170.0	30.0	Movement time	Movement time
31200.0	540.0	REM	Sleep stage R
31740.0	30.0	Movement time	Movement time
31770.0	120.0	N1	Sleep stage 1
31890.0	1050.0	N2	Sleep stage 2
32940.0	300.0	N3	Sleep stage 3
33240.0	30.0	N3	Sleep stage 4
33270.0	420.0	N3	Sleep stage 3
33690.0	30.0	N3	Sleep stage 4
33720.0	390.0	N3	Sleep stage 3
34110.0	30.0	N3	Sleep stage 4
34140.0	480.0	N3	Sleep stage 3
34620.0	30.0	Movement time	Movement time
34650.0	90.0	N1	Sleep stage 1
34740.0	90.0	N2	Sleep stage 2
34830.0	30.0	N1	Sleep stage 1
34860.0	30.0	N2	Sleep stage 2
34890.0	60.0	N1	Sleep stage 1
34950.0	240.0	N2	Sleep stage 2
35190.0	1350.0	REM	Sleep stage R
36540.0	360.0	N2	Sleep stage 2
36900.0	180.0	Wake	Sleep stage W
37080.0	120.0	N1	Sleep stage 1
37200.0	210.0	N2	Sleep stage 2
37410.0	90.0	N1	Sleep stage 1
37500.0	1050.0	N2	Sleep stage 2
38550.0	30.0	N3	Sleep stage 3
38580.0	120.0	N2	Sleep stage 2
38700.0	150.0	N3	Sleep stage 3
38850.0	120.0	N2	Sleep stage 2
38970.0	30.0	N3	Sleep stage 3
39000.0	30.0	N2	Sleep stage 2
39030.0	510.0	N3	Sleep stage 3
39540.0	30.0	N3	Sleep stage 4
39570.0	390.0	N3	Sleep stage 3
39960.0	30.0	Movement time	Movement time
39990.0	60.0	N1	Sleep stage 1
40050.0	330.0	N2	Sleep stage 2
40380.0	30.0	N1	Sleep stage 1
40410.0	150.0	N2	Sleep stage 2
40560.0	1080.0	REM	Sleep stage R
41640.0	60.0	N1	Sleep stage 1
41700.0	540.0	N2	Sleep stage 2
42240.0	30.0	N1	Sleep stage 1
42270.0	690.0	N2	Sleep stage 2
42960.0	30.0	N1	Sleep stage 1
42990.0	1020.0	N2	Sleep stage 2
44010.0	30.0	N1	Sleep stage 1
44040.0	390.0	N2	Sleep stage 2
44430.0	60.0	N1	Sleep stage 1
44490.0	90.0	N2	Sleep stage 2
44580.0	480.0	REM	Sleep stage R
45060.0	30.0	Movement time	Movement time
45090.0	840.0	REM	Sleep stage R
45930.0	30.0	Wake	Sleep stage W
45960.0	390.0	REM	Sleep stage R
46350.0	1470.0	N2	Sleep stage 2
47820.0	30.0	N3	Sleep stage 3
47850.0	120.0	N2	Sleep stage 2
47970.0	30.0	Movement time	Movement time
48000.0	30.0	N1	Sleep stage 1
48030.0	540.0	N2	Sleep stage 2
48570.0	30.0	Movement time	Movement time
48600.0	1170.0	N2	Sleep stage 2
49770.0	30.0	N1	Sleep stage 1
49800.0	90.0	N2	Sleep stage 2
49890.0	570.0	REM	Sleep stage R
50460.0	30.0	Movement time	Movement time
50490.0	300.0	REM	Sleep stage R
50790.0	30.0	N1	Sleep stage 1
50820.0	630.0	REM	Sleep stage R
51450.0	30.0	Movement time	Movement time
51480.0	450.0	REM	Sleep stage R
51930.0	30.0	Movement time	Movement time
51960.0	30.0	Wake	Sleep stage W
51990.0	30.0	N1	Sleep stage 1
52020.0	360.0	Wake	Sleep stage W
52380.0	180.0	N1	Sleep stage 1
52560.0	1140.0	N2	Sleep stage 2
53700.0	30.0	Movement time	Movement time
53730.0	120.0	N1	Sleep stage 1
53850.0	780.0	N2	Sleep stage 2
54630.0	600.0	REM	Sleep stage R
55230.0	120.0	N1	Sleep stage 1
55350.0	210.0	N2	Sleep stage 2
55560.0	30.0	N1	Sleep stage 1
55590.0	30.0	N2	Sleep stage 2
55620.0	180.0	N1	Sleep stage 1
55800.0	180.0	N2	Sleep stage 2
55980.0	60.0	N1	Sleep stage 1
56040.0	300.0	N2	Sleep stage 2
56340.0	30.0	N1	Sleep stage 1
56370.0	120.0	N2	Sleep stage 2
56490.0	60.0	N1	Sleep stage 1
56550.0	30.0	N2	Sleep stage 2
56580.0	60.0	N1	Sleep stage 1
56640.0	90.0	N2	Sleep stage 2
56730.0	30.0	N1	Sleep stage 1
56760.0	30.0	N2	Sleep stage 2
56790.0	30.0	Movement time	Movement time
56820.0	4830.0	Wake	Sleep stage W
61650.0	24060.0	Unknown	Sleep stage ?
85710.0	30.0	Wake	Sleep stage W
85740.0	660.0	Unknown	Sleep stage ?
