onset	duration	trial_type	original_stage
750.0	90.0	N1	Sleep stage 1
840.0	60.0	Wake	Sleep stage W
900.0	120.0	N1	Sleep stage 1
1020.0	60.0	Wake	Sleep stage W
1080.0	120.0	N1	Sleep stage 1
1200.0	90.0	Wake	Sleep stage W
1290.0	390.0	N1	Sleep stage 1
1680.0	30.0	N2	Sleep stage 2
1710.0	60.0	N1	Sleep stage 1
1770.0	30.0	N2	Sleep stage 2
1800.0	30.0	Wake	Sleep stage W
1830.0	30.0	N1	Sleep stage 1
1860.0	30.0	N2	Sleep stage 2
1890.0	60.0	N1	Sleep stage 1
1950.0	60.0	Wake	Sleep stage W
2010.0	120.0	N1	Sleep stage 1
2130.0	600.0	N2	Sleep stage 2
2730.0	120.0	N3	Sleep stage 3
2850.0	30.0	N2	Sleep stage 2
2880.0	30.0	N3	Sleep stage 4
2910.0	30.0	N3	Sleep stage 3
2940.0	30.0	N2	Sleep stage 2
2970.0	30.0	N3	Sleep stage 4
3000.0	30.0	N3	Sleep stage 3
3030.0	90.0	N3	Sleep stage 4
3120.0	180.0	N3	Sleep stage 3
3300.0	90.0	N3	Sleep stage 4
3390.0	60.0	N3	Sleep stage 3
3450.0	60.0	N3	Sleep stage 4
3510.0	30.0	N3	Sleep stage 3
3540.0	90.0	N3	Sleep stage 4
3630.0	60.0	N3	Sleep stage 3
3690.0	120.0	N3	Sleep stage 4
3810.0	60.0	N3	Sleep stage 3
3870.0	510.0	N3	Sleep stage 4
4380.0	60.0	N3	Sleep stage 3
4440.0	30.0	N3	Sleep stage 4
4470.0	30.0	N3	Sleep stage 3
4500.0	1290.0	N3	Sleep stage 4
5790.0	30.0	N2	Sleep stage 2
5820.0	120.0	REM	Sleep stage R
5940.0	60.0	N1	Sleep stage 1
6000.0	30.0	N2	Sleep stage 2
6030.0	510.0	REM	Sleep stage R
6540.0	180.0	N2	Sleep stage 2
6720.0	30.0	N3	Sleep stage 3
6750.0	30.0	N2	Sleep stage 2
6780.0	60.0	N3	Sleep stage 3
6840.0	60.0	N2	Sleep stage 2
6900.0	90.0	N3	Sleep stage 3
6990.0	30.0	N3	Sleep stage 4
7020.0	60.0	N3	Sleep stage 3
7080.0	510.0	N3	Sleep stage 4
7590.0	30.0	N3	Sleep stage 3
7620.0	90.0	N2	Sleep stage 2
7710.0	60.0	N1	Sleep stage 1
7770.0	30.0	N2	Sleep stage 2
7800.0	30.0	N1	Sleep stage 1
7830.0	450.0	N2	Sleep stage 2
8280.0	120.0	N3	Sleep stage 3
8400.0	930.0	N3	Sleep stage 4
9330.0	60.0	N3	Sleep stage 3
9390.0	30.0	N2	Sleep stage 2
9420.0	90.0	N3	Sleep stage 4
9510.0	30.0	N2	Sleep stage 2
9540.0	30.0	N1	Sleep stage 1
9570.0	360.0	N2	Sleep stage 2
9930.0	30.0	N1	Sleep stage 1
9960.0	90.0	N2	Sleep stage 2
10050.0	510.0	REM	Sleep stage R
10560.0	30.0	N1	Sleep stage 1
10590.0	30.0	REM	Sleep stage R
10620.0	150.0	N1	Sleep stage 1
10770.0	60.0	N2	Sleep stage 2
10830.0	30.0	N1	Sleep stage 1
10860.0	90.0	N2	Sleep stage 2
10950.0	30.0	N1	Sleep stage 1
10980.0	870.0	N2	Sleep stage 2
11850.0	90.0	N3	Sleep stage 3
11940.0	840.0	N3	Sleep stage 4
12780.0	60.0	N1	Sleep stage 1
12840.0	660.0	N2	Sleep stage 2
13500.0	90.0	N3	Sleep stage 3
13590.0	30.0	N2	Sleep stage 2
13620.0	300.0	N3	Sleep stage 3
