onset	duration	trial_type	original_stage
1170.0	90.0	N1	Sleep stage 1
1260.0	720.0	N2	Sleep stage 2
1980.0	30.0	N3	Sleep stage 3
2010.0	60.0	N2	Sleep stage 2
2070.0	180.0	N3	Sleep stage 3
2250.0	30.0	N3	Sleep stage 4
2280.0	30.0	N3	Sleep stage 3
2310.0	120.0	N2	Sleep stage 2
2430.0	30.0	N3	Sleep stage 3
2460.0	30.0	N2	Sleep stage 2
2490.0	300.0	N3	Sleep stage 3
2790.0	60.0	N2	Sleep stage 2
2850.0	210.0	N3	Sleep stage 3
3060.0	30.0	N3	Sleep stage 4
3090.0	60.0	N2	Sleep stage 2
3150.0	30.0	N3	Sleep stage 3
3180.0	30.0	N2	Sleep stage 2
3210.0	30.0	N3	Sleep stage 3
3240.0	30.0	N3	Sleep stage 4
3270.0	30.0	N2	Sleep stage 2
3300.0	90.0	N3	Sleep stage 3
3390.0	30.0	N3	Sleep stage 4
3420.0	90.0	N3	Sleep stage 3
3510.0	30.0	N3	Sleep stage 4
3540.0	30.0	N3	Sleep stage 3
3570.0	30.0	N3	Sleep stage 4
3600.0	30.0	N3	Sleep stage 3
3630.0	90.0	N2	Sleep stage 2
3720.0	60.0	N3	Sleep stage 3
3780.0	150.0	N3	Sleep stage 4
3930.0	30.0	N2	Sleep stage 2
3960.0	60.0	N3	Sleep stage 3
4020.0	30.0	N3	Sleep stage 4
4050.0	30.0	N3	Sleep stage 3
4080.0	150.0	N2	Sleep stage 2
4230.0	30.0	N3	Sleep stage 3
4260.0	30.0	N2	Sleep stage 2
4290.0	150.0	N3	Sleep stage 3
4440.0	30.0	N3	Sleep stage 4
4470.0	90.0	N3	Sleep stage 3
4560.0	30.0	N3	Sleep stage 4
4590.0	30.0	N3	Sleep stage 3
4620.0	30.0	N3	Sleep stage 4
4650.0	30.0	N3	Sleep stage 3
4680.0	60.0	N3	Sleep stage 4
4740.0	90.0	N3	Sleep stage 3
4830.0	30.0	N2	Sleep stage 2
4860.0	30.0	N3	Sleep stage 3
4890.0	30.0	Wake	Sleep stage W
4920.0	30.0	N1	Sleep stage 1
4950.0	600.0	N2	Sleep stage 2
5550.0	90.0	N3	Sleep stage 3
5640.0	30.0	N2	Sleep stage 2
5670.0	30.0	N1	Sleep stage 1
5700.0	120.0	N2	Sleep stage 2
5820.0	30.0	Wake	Sleep stage W
5850.0	30.0	N1	Sleep stage 1
5880.0	270.0	N2	Sleep stage 2
6150.0	720.0	REM	Sleep stage R
6870.0	990.0	N2	Sleep stage 2
7860.0	30.0	Movement time	Movement time
7890.0	390.0	N2	Sleep stage 2
8280.0	30.0	N3	Sleep stage 3
8310.0	30.0	N2	Sleep stage 2
8340.0	30.0	N3	Sleep stage 4
8370.0	30.0	N3	Sleep stage 3
8400.0	30.0	N3	Sleep stage 4
8430.0	60.0	N3	Sleep stage 3
8490.0	30.0	N3	Sleep stage 4
8520.0	30.0	N3	Sleep stage 3
8550.0	90.0	N3	Sleep stage 4
8640.0	240.0	N3	Sleep stage 3
8880.0	30.0	N2	Sleep stage 2
8910.0	30.0	N3	Sleep stage 3
8940.0	30.0	N3	Sleep stage 4
8970.0	30.0	N3	Sleep stage 3
9000.0	30.0	N3	Sleep stage 4
9030.0	30.0	N3	Sleep stage 3
9060.0	60.0	N3	Sleep stage 4
9120.0	30.0	N3	Sleep stage 3
9150.0	30.0	N3	Sleep stage 4
9180.0	30.0	N2	Sleep stage 2
9210.0	30.0	N1	Sleep stage 1
9240.0	240.0	N2	Sleep stage 2
9480.0	120.0	Wake	Sleep stage W
9600.0	30.0	N1	Sleep stage 1
9630.0	570.0	N2	Sleep stage 2
10200.0	30.0	N1	Sleep stage 1
10230.0	120.0	N2	Sleep stage 2
10350.0	30.0	N1	Sleep stage 1
10380.0	1080.0	N2	Sleep stage 2
11460.0	30.0	N3	Sleep stage 3
11490.0	60.0	N2	Sleep stage 2
11550.0	150.0	N3	Sleep stage 3
11700.0	30.0	N2	Sleep stage 2
11730.0	60.0	N3	Sleep stage 3
11790.0	30.0	N3	Sleep stage 4
11820.0	30.0	N3	Sleep stage 3
11850.0	30.0	N3	Sleep stage 4
11880.0	30.0	N2	Sleep stage 2
11910.0	120.0	N3	Sleep stage 3
12030.0	30.0	N3	Sleep stage 4
12060.0	90.0	N3	Sleep stage 3
12150.0	30.0	N3	Sleep stage 4
12180.0	30.0	N3	Sleep stage 3
12210.0	30.0	N3	Sleep stage 4
12240.0	30.0	N3	Sleep stage 3
12270.0	30.0	N3	Sleep stage 4
12300.0	30.0	N3	Sleep stage 3
12330.0	60.0	N3	Sleep stage 4
12390.0	30.0	N3	Sleep stage 3
12420.0	150.0	N3	Sleep stage 4
12570.0	30.0	N2	Sleep stage 2
12600.0	30.0	N3	Sleep stage 3
12630.0	180.0	N2	Sleep stage 2
12810.0	360.0	REM	Sleep stage R
13170.0	30.0	Wake	Sleep stage W
13200.0	30.0	N1	Sleep stage 1
13230.0	30.0	Wake	Sleep stage W
13260.0	30.0	N1	Sleep stage 1
13290.0	270.0	N2	Sleep stage 2
13560.0	30.0	N1	Sleep stage 1
13590.0	120.0	N2	Sleep stage 2
13710.0	1050.0	REM	Sleep stage R
14760.0	2880.0	N2	Sleep stage 2
17640.0	60.0	Wake	Sleep stage W
17700.0	60.0	N1	Sleep stage 1
17760.0	270.0	N2	Sleep stage 2
18030.0	30.0	N1	Sleep stage 1
18060.0	600.0	N2	Sleep stage 2
18660.0	30.0	N1	Sleep stage 1
18690.0	420.0	N2	Sleep stage 2
19110.0	60.0	Wake	Sleep stage W
19170.0	30.0	N1	Sleep stage 1
19200.0	810.0	N2	Sleep stage 2
20010.0	1590.0	REM	Sleep stage R
21600.0	30.0	Wake	Sleep stage W
21630.0	60.0	N1	Sleep stage 1
21690.0	1860.0	N2	Sleep stage 2
23550.0	30.0	N3	Sleep stage 3
23580.0	1140.0	N2	Sleep stage 2
24720.0	1380.0	REM	Sleep stage R
26100.0	30.0	Wake	Sleep stage W
26130.0	60.0	N1	Sleep stage 1
26190.0	3090.0	N2	Sleep stage 2
29280.0	90.0	Wake	Sleep stage W
