onset	duration	trial_type	original_stage
0.0	36360.0	Wake	Sleep stage W
36360.0	30.0	N1	Sleep stage 1
36390.0	30.0	Wake	Sleep stage W
36420.0	30.0	N1	Sleep stage 1
36450.0	60.0	Wake	Sleep stage W
36510.0	180.0	N1	Sleep stage 1
36690.0	90.0	N2	Sleep stage 2
36780.0	60.0	N1	Sleep stage 1
36840.0	540.0	N2	Sleep stage 2
37380.0	30.0	N3	Sleep stage 3
37410.0	120.0	N2	Sleep stage 2
37530.0	30.0	N3	Sleep stage 3
37560.0	150.0	N2	Sleep stage 2
37710.0	30.0	N3	Sleep stage 3
37740.0	150.0	N2	Sleep stage 2
37890.0	360.0	Wake	Sleep stage W
38250.0	330.0	N1	Sleep stage 1
38580.0	1110.0	N2	Sleep stage 2
39690.0	30.0	N1	Sleep stage 1
39720.0	390.0	N2	Sleep stage 2
40110.0	60.0	N1	Sleep stage 1
40170.0	90.0	N2	Sleep stage 2
40260.0	120.0	REM	Sleep stage R
40380.0	30.0	Wake	Sleep stage W
40410.0	60.0	N1	Sleep stage 1
40470.0	180.0	N2	Sleep stage 2
40650.0	180.0	REM	Sleep stage R
40830.0	30.0	N1	Sleep stage 1
40860.0	510.0	REM	Sleep stage R
41370.0	60.0	N1	Sleep stage 1
41430.0	150.0	Wake	Sleep stage W
41580.0	120.0	N1	Sleep stage 1
41700.0	120.0	Wake	Sleep stage W
41820.0	180.0	N1	Sleep stage 1
42000.0	30.0	Wake	Sleep stage W
42030.0	90.0	N1	Sleep stage 1
42120.0	210.0	N2	Sleep stage 2
42330.0	30.0	N1	Sleep stage 1
42360.0	330.0	N2	Sleep stage 2
42690.0	30.0	N3	Sleep stage 3
42720.0	90.0	N2	Sleep stage 2
42810.0	30.0	N3	Sleep stage 3
42840.0	60.0	N2	Sleep stage 2
42900.0	60.0	N3	Sleep stage 3
42960.0	30.0	N2	Sleep stage 2
42990.0	330.0	N3	Sleep stage 3
43320.0	60.0	N2	Sleep stage 2
43380.0	30.0	N3	Sleep stage 3
43410.0	30.0	N2	Sleep stage 2
43440.0	60.0	N3	Sleep stage 3
43500.0	30.0	N2	Sleep stage 2
